story,countrylist,startdate,articles
19588,Canada,10/12/2001,3
19589,United States,10/12/2001,2
19586,Australia,10/5/2001,2
19587,United Kingdom,10/12/2001,2
19584,United States,10/12/2001,2
19585,United Kingdom|United States|Australia|England,10/8/2001,6
19582,Netherlands|South Africa,10/11/2001,2
19583,United States,10/12/2001,2
19580,United Kingdom|New Zealand,10/11/2001,2
19581,Australia,10/10/2001,2
52699,Kenya|Netherlands|South Africa,11/16/2010,2
52698,United States,11/16/2010,2
20869,United States|Unknown,2/14/2002,2
20868,United States,2/15/2002,2
54142,Unknown,4/6/2011,2
50272,Unknown,3/1/2010,2
20865,United States,2/15/2002,3
20864,Unknown,2/15/2002,2
20867,Unknown,2/15/2002,2
20866,United Kingdom,2/15/2002,5
20861,United States,2/15/2002,2
20860,United States,2/14/2002,2
20863,Canada,2/15/2002,2
20862,United States,2/15/2002,3
56946,United States,1/6/2012,2
51924,Canada|Unknown,8/9/2010,26
54145,Malaysia|Unknown,4/6/2011,2
50271,United States,2/25/2010,3
51925,United States|Unknown|China,8/17/2010,5
51926,United States|Unknown|India|Canada,8/17/2010,4
49158,India,11/17/2009,2
49159,United States|Unknown,11/17/2009,4
51927,United Kingdom|Unknown|Australia,8/22/2010,9
49150,Unknown,11/17/2009,2
49151,United States|South Africa,11/10/2009,4
49152,United States,11/17/2009,2
49153,Unknown,11/17/2009,2
49154,United States|Unknown|Canada,11/10/2009,2
49155,United States|India,11/16/2009,6
49156,United States|Canada|Unknown,10/21/2009,22
49157,Malaysia,11/17/2009,2
45639,United States|Unknown,8/16/2008,2
45638,United States,8/17/2008,2
48209,Australia,7/27/2009,2
48208,United States,7/25/2009,4
51922,United States|England,8/24/2010,2
45631,Canada|Unknown,8/12/2008,2
45630,United States,8/16/2008,2
45633,United States|Canada|Australia|Unknown,8/13/2008,9
45632,United States|Unknown,8/16/2008,2
45635,United States,8/17/2008,2
45634,United Kingdom|Unknown,8/17/2008,2
45637,United States|Unknown,8/17/2008,2
45636,Australia,8/17/2008,2
7944,United States|England,3/12/1999,3
7945,United States,3/12/1999,2
7946,United States,3/10/1999,5
7947,United States|Philippines,3/11/1999,5
7940,United States,3/12/1999,2
7941,United States|Unknown,3/9/1999,3
7942,United States,3/12/1999,2
5724,United States|Unknown,8/12/1998,6
9199,Canada,6/19/1999,2
9198,Netherlands,6/16/1999,4
7948,United States|Unknown,3/6/1999,4
7949,United States|England,3/12/1999,2
37438,Canada,6/2/2006,2
42177,United Kingdom|Unknown,8/6/2007,2
42176,Philippines,8/2/2007,2
42175,United States,8/6/2007,2
42174,United States|Unknown,8/6/2007,2
16918,Canada,1/24/2001,2
16919,United States|Unknown,1/23/2001,3
42171,Unknown|France,8/4/2007,6
42170,United States|Unknown,8/4/2007,3
16914,Canada,1/24/2001,2
16915,United States,1/24/2001,2
16916,Unknown,1/24/2001,2
16917,United States|Unknown,1/23/2001,3
16910,United States,1/24/2001,2
16911,United States,1/24/2001,2
16912,New Zealand,1/24/2001,2
16913,United Kingdom,1/24/2001,2
12208,United States,12/28/1999,3
12209,Australia,1/3/2000,2
35645,United States,12/16/2005,2
12204,United States,1/1/2000,2
12205,Australia,12/30/1999,9
12206,United States|Unknown,1/3/2000,4
12207,United States,12/30/1999,3
12200,United States,1/5/2000,2
12201,United States,1/4/2000,2
12202,United States,1/4/2000,4
12203,United Kingdom|United States|England,1/4/2000,6
52541,Canada|United Kingdom|Australia|England|Singapore|Unknown|India|France|United States|China|New Zealand,10/26/2010,30
693,United States|Unknown|Australia,3/25/1992,10
29358,United Kingdom|United States|Australia|England,5/5/2004,4
29359,Canada,5/5/2004,2
10518,Canada,10/6/1999,2
10519,Canada,10/6/1999,2
10512,Canada,10/5/1999,2
10513,United States,10/5/1999,2
10510,United States,10/4/1999,2
10511,United States,10/5/1999,2
10516,United States,10/5/1999,2
10517,United States,10/5/1999,2
10514,United States|Unknown,10/5/1999,2
10515,United States|Unknown,10/4/1999,3
54691,United Kingdom|Australia,5/30/2011,4
54690,United Kingdom|Australia|Libya|France|United States|Thailand,5/28/2011,4
54693,Canada|Unknown,5/27/2011,3
54692,United States,5/30/2011,3
21408,United States,4/6/2002,2
21409,United Kingdom,4/6/2002,3
54697,India,5/31/2011,2
54696,United States,5/31/2011,5
21404,United States,4/6/2002,2
21405,United States,4/6/2002,3
21406,Australia,4/6/2002,2
21407,United States,4/6/2002,2
21400,United Kingdom|Unknown,3/30/2002,5
21401,Canada,4/6/2002,2
21402,United States,4/6/2002,2
21403,Canada|Unknown,4/4/2002,4
48005,United Kingdom|Unknown|Philippines,6/25/2009,2
37437,United States|Unknown|Australia|United Kingdom,6/1/2006,9
26834,United Kingdom,9/14/2003,2
26835,Canada,9/9/2003,2
26836,United States|Unknown,9/14/2003,2
26837,Canada|United Kingdom|Australia|England|Libya|Unknown|Philippines|France|United States|Malaysia|China|Japan|Norway,8/14/2003,277
26830,Australia,9/13/2003,2
26831,United States,9/13/2003,3
26832,Malaysia|Singapore,9/14/2003,2
26833,United Kingdom,9/14/2003,2
26838,United States|Unknown|Norway,9/9/2003,7
26839,United States|Unknown|Canada,9/14/2003,5
56305,Unknown|Netherlands|Zimbabwe|South Africa,11/9/2011,4
48004,United States|Unknown|Canada,6/25/2009,5
37434,Unknown,6/1/2006,2
696,United States,4/6/1992,2
37435,United States|Canada|Unknown,5/28/2006,4
697,Unknown,4/7/1992,2
54035,United States,3/26/2011,3
54034,Australia,3/26/2011,2
54037,United Kingdom|Australia,3/27/2011,5
37432,United States|Unknown,5/25/2006,2
54031,United Kingdom|Australia,3/26/2011,3
54030,United Kingdom|Unknown,3/25/2011,2
24579,United States,2/7/2003,4
24578,United States|Unknown,2/12/2003,3
24577,United States|Unknown,2/12/2003,3
24576,United Kingdom,2/11/2003,2
24575,United States,2/11/2003,3
24574,United States|Netherlands|South Africa,2/9/2003,3
24573,United Kingdom|France,2/11/2003,3
24572,Unknown,2/10/2003,3
24571,Australia,2/11/2003,2
24570,Canada|Unknown,2/8/2003,3
50336,Pakistan,3/8/2010,2
28409,United States|United Kingdom,2/11/2004,2
28408,Canada|Unknown,2/10/2004,2
28403,United States,2/10/2004,6
28402,United States,2/11/2004,2
28401,Canada,2/11/2004,2
28400,United States|England,2/11/2004,2
28407,United States,2/11/2004,2
28406,United States,2/7/2004,2
28405,Unknown,1/28/2004,3
28404,Netherlands|South Africa,2/11/2004,2
37433,Unknown,6/1/2006,2
55865,Unknown,9/26/2011,2
34329,Canada,7/28/2005,3
34328,United States,8/5/2005,2
34327,United States,8/4/2005,3
34326,United States,8/4/2005,2
34325,Unknown,8/3/2005,2
34324,Canada,8/4/2005,2
34323,Canada|Unknown,8/3/2005,2
34322,United States,8/4/2005,3
34321,United States|Unknown,7/30/2005,6
34320,New Zealand,8/4/2005,2
18021,United Kingdom,4/26/2001,3
35059,Ireland,10/25/2005,2
35056,Unknown,10/25/2005,4
35057,Malaysia,10/25/2005,2
35054,United States,10/25/2005,2
35055,Australia|France,10/24/2005,3
35052,United States|Unknown,10/24/2005,3
35053,United Kingdom,10/25/2005,2
35050,Unknown,10/24/2005,2
35051,Australia,10/25/2005,2
11664,United States,12/19/1999,2
8568,United States|Unknown,4/29/1999,3
50334,United States|Unknown,3/8/2010,2
55128,United States|Netherlands|South Africa,7/11/2011,2
55129,United States,7/11/2011,2
55120,Unknown,7/8/2011,4
55121,Unknown,7/10/2011,2
55122,Australia|China,6/28/2011,5
55123,Unknown,7/11/2011,2
55124,South Africa,7/11/2011,4
37431,Unknown,5/31/2006,3
55126,United States|South Africa,7/11/2011,5
55127,India,7/11/2011,2
52549,Unknown,10/31/2010,2
50335,United Kingdom|Unknown,3/8/2010,2
52626,Unknown,11/8/2010,2
6540,Australia,12/4/1998,2
23718,Unknown,11/13/2002,5
23719,United States|Unknown,11/21/2002,3
23716,Unknown,11/21/2002,3
23717,United Kingdom,11/21/2002,2
23714,United States,11/21/2002,2
11668,United States,12/20/1999,2
23712,United Kingdom,11/20/2002,2
23713,United States,11/20/2002,2
23710,United States,11/13/2002,3
23711,Canada|Unknown,11/20/2002,2
27008,Canada,10/7/2003,2
27009,United Kingdom,10/7/2003,6
27006,Unknown,10/7/2003,2
27007,United Kingdom,10/7/2003,2
27004,United States|Unknown,10/1/2003,2
27005,United States|England,10/7/2003,2
27002,United States|Unknown,10/3/2003,6
27003,United States,9/24/2003,6
27000,United States|New Zealand,10/6/2003,2
27001,United States,10/6/2003,2
699,United States|Canada,4/7/1992,2
50333,United States,3/8/2010,2
32589,United States|Unknown|United Kingdom,2/24/2005,4
32588,United States,2/25/2005,2
55788,United States|South Africa,9/21/2011,3
50330,Canada,3/4/2010,2
32581,United Kingdom,2/24/2005,2
32580,New Zealand,2/24/2005,2
32583,United States,2/24/2005,2
32582,Australia,2/24/2005,2
32585,United States|England,2/24/2005,2
32584,United States,2/23/2005,2
32587,United States,2/23/2005,2
32586,Unknown,2/25/2005,2
35584,United States,12/13/2005,2
35585,Australia,12/13/2005,5
35586,United States,12/10/2005,3
35587,United States,12/14/2005,2
35580,United States|New Zealand,12/6/2005,5
35581,United States,12/14/2005,2
35582,Canada|Unknown,12/14/2005,2
35583,United States,12/14/2005,2
52622,Unknown|India,11/7/2010,3
56472,United States|Unknown,11/22/2011,2
56471,India,11/21/2011,2
56470,Unknown|Malaysia,11/23/2011,3
35588,Unknown,12/14/2005,2
35589,United States,12/14/2005,2
56475,Unknown,11/22/2011,2
56474,South Africa,11/23/2011,2
32057,United States,1/13/2005,2
32056,United States,1/15/2005,3
32055,United States,1/15/2005,2
32054,Canada,1/15/2005,2
32053,United States|Unknown,1/12/2005,2
32052,United States,1/11/2005,2
32051,United States|Unknown,1/15/2005,2
32050,United States,1/12/2005,3
57782,United States|Unknown,3/27/2012,2
57783,Unknown,3/22/2012,3
57780,United States,3/27/2012,3
57781,United Kingdom|India,3/27/2012,2
57786,United States,3/28/2012,2
57787,United States|Unknown,3/28/2012,2
32059,Unknown,1/15/2005,2
32058,United States|Unknown,1/15/2005,2
55878,United Kingdom|United States|Unknown,9/30/2011,8
55879,United States,10/2/2011,2
52623,India,11/8/2010,2
55872,United States|Unknown,10/2/2011,2
27925,United States|Australia|China,1/1/2004,3
55870,United Kingdom,10/2/2011,2
55871,United States,10/2/2011,2
55876,Canada,9/27/2011,2
55877,United Kingdom|Ireland,9/28/2011,3
55874,United States|Unknown,10/2/2011,2
27924,Canada,1/3/2004,3
56781,Unknown|Taiwan|China,12/19/2011,2
56780,United States,12/20/2011,2
52788,Unknown,11/25/2010,2
56782,Canada|United Kingdom|Australia|France|United States|Malaysia|Norway,10/27/2011,81
56785,United States,12/20/2011,2
56784,United Kingdom|Australia|United States|South Africa,12/19/2011,22
56787,United States|India,12/19/2011,2
56786,Netherlands|Uganda|South Africa,12/21/2011,2
56789,Canada,12/20/2011,2
56788,Australia,12/21/2011,2
25714,New Zealand,5/23/2003,2
25715,United Kingdom,5/26/2003,2
25716,Unknown,5/26/2003,2
25717,United States,5/26/2003,2
25710,Canada,5/26/2003,2
25711,United States,5/26/2003,2
25712,Canada,5/26/2003,2
25713,United States,5/20/2003,2
25718,United States|Canada,5/21/2003,11
25719,United States,5/27/2003,2
21875,United States,5/22/2002,2
21874,Canada|Unknown,5/22/2002,7
21877,United States,5/15/2002,4
21876,Unknown,5/22/2002,3
21871,United States,5/21/2002,2
21870,United States,5/20/2002,2
21873,United States,5/20/2002,3
21872,Netherlands,5/21/2002,2
52781,United States,11/25/2010,2
21879,United States|Unknown,5/22/2002,4
21878,United States|Unknown,5/21/2002,6
52780,Unknown,11/25/2010,3
57546,United Kingdom|Australia,3/3/2012,2
52621,United States,11/4/2010,5
52783,United States|Unknown,11/25/2010,2
52782,Australia,11/25/2010,2
26067,Malaysia|Unknown|Singapore,6/25/2003,2
26066,Malaysia|Singapore,6/24/2003,3
26065,New Zealand,6/24/2003,3
26064,Malaysia|Singapore|China,6/16/2003,11
26063,Unknown,6/24/2003,6
26062,United States|Unknown,6/23/2003,8
26061,Canada|Unknown,6/23/2003,2
26060,Canada,6/24/2003,2
26069,New Zealand,6/25/2003,4
26068,United States|Unknown|China,6/24/2003,12
41498,United States,6/4/2007,2
25331,Canada,4/21/2003,2
33064,Canada,4/8/2005,2
44427,United States|Unknown,3/26/2008,3
44426,Australia,3/19/2008,2
8403,United States|Canada|Norway,4/4/1999,6
37386,United States|Unknown,5/28/2006,2
44425,Unknown,3/26/2008,2
53953,United States|Unknown,3/11/2011,2
53952,Unknown|Korea,3/17/2011,3
53951,United States|Unknown,3/16/2011,2
44424,Unknown,3/26/2008,2
53957,United States|Unknown,3/18/2011,3
53956,United States,3/17/2011,2
36778,Canada|Unknown,4/1/2006,2
36779,United States|Unknown,3/24/2006,4
36776,United Kingdom|United States|Unknown,3/31/2006,4
36777,United States|Unknown|Australia,3/31/2006,2
36774,United Kingdom|Unknown,3/31/2006,6
36775,United States,3/31/2006,2
35529,United States,12/9/2005,2
36773,United States,3/31/2006,2
36770,United States,3/25/2006,4
36771,United States|Unknown,3/30/2006,9
14668,United States,7/7/2000,2
14669,United States,7/7/2000,2
18569,Canada,6/25/2001,6
18568,Malaysia,6/25/2001,3
44421,United Kingdom|United States|Canada,3/25/2008,14
33728,United States,6/9/2005,2
33729,New Zealand,6/9/2005,2
14660,United States,7/6/2000,5
14661,United States|Malaysia|Singapore|Unknown,6/25/2000,40
18561,United Kingdom|Australia,6/24/2001,2
14663,United States,7/7/2000,2
14664,United States,7/7/2000,3
18566,United States|Unknown,6/17/2001,2
14666,United States|Unknown,7/6/2000,4
18564,Norway,6/24/2001,3
38608,United States,9/18/2006,2
38609,United States,9/16/2006,2
38600,Unknown,9/22/2006,2
38601,United States,9/21/2006,7
38602,United States,9/22/2006,2
38603,United States,9/21/2006,4
38604,United States,9/23/2006,2
38605,Canada|Unknown|United States,9/21/2006,15
38606,United States,9/23/2006,2
38607,United Kingdom|Unknown,9/23/2006,3
49532,Unknown|India,1/2/2010,2
52707,Canada,11/17/2010,2
40968,United States,4/20/2007,2
40969,United States|Unknown,4/21/2007,2
6542,United States,12/4/1998,3
49533,Canada|United Kingdom|Qatar|Australia|England|Libya|Singapore|Unknown|India|France|United States|China|Ireland|Pakistan|New Zealand,10/19/2009,299
33573,United States,5/27/2005,2
27828,United States,12/21/2003,2
27829,Australia,12/21/2003,2
27824,Libya,12/19/2003,2
27825,United States,12/21/2003,2
27826,United States|Unknown,12/17/2003,5
27827,United States|Unknown,12/21/2003,3
27820,Unknown|Australia,12/21/2003,3
27821,Unknown|England,12/21/2003,3
27822,United States,12/21/2003,2
27823,United Kingdom,12/21/2003,3
797,Canada,9/12/1992,3
46230,Canada|Unknown|Nepal,11/8/2008,2
49530,Unknown,1/2/2010,2
794,United States,9/11/1992,3
793,Unknown,9/10/1992,2
23509,United States,11/4/2002,2
791,United States,9/3/1992,2
46231,United States,11/7/2008,2
23508,United States,11/4/2002,2
46232,Australia|France,11/9/2008,2
799,United States,9/24/1992,4
798,United States|Canada|Libya,9/22/1992,7
46233,Unknown,11/9/2008,2
46234,Netherlands|South Africa,11/5/2008,4
46235,United States|Unknown,11/7/2008,2
49531,United Kingdom,1/2/2010,2
47216,Unknown,3/12/2009,2
46236,United States,11/9/2008,3
42548,Canada,9/15/2007,2
23503,United States,11/4/2002,2
46237,United States,11/5/2008,2
15139,United States|United Kingdom,8/10/2000,2
15138,United States|Unknown,8/10/2000,2
23501,United States|Canada|United Kingdom|Unknown,10/31/2002,29
15133,Malaysia,8/10/2000,2
15132,United States,8/10/2000,3
15131,United States|United Kingdom|England|Canada,7/28/2000,10
15130,Ireland,8/10/2000,3
15137,United States,8/1/2000,5
15136,United Kingdom,8/10/2000,2
15135,United States,8/10/2000,2
15134,United Kingdom,8/1/2000,6
31764,Unknown|Australia,12/21/2004,3
31765,United States,12/16/2004,2
31766,Unknown|Australia,12/21/2004,2
31767,United States|Unknown,12/22/2004,5
31760,United Kingdom|United States,12/20/2004,6
31761,United States|United Kingdom,12/22/2004,2
31762,United States,12/22/2004,2
31763,United States,12/15/2004,3
39553,Israel,12/20/2006,2
39552,United States,12/20/2006,2
39551,Canada|Unknown,12/20/2006,3
39550,United States|Unknown,12/18/2006,6
31768,United States|Unknown,12/22/2004,3
31769,United States,12/22/2004,2
39555,United States,12/19/2006,4
39554,Canada,12/20/2006,3
33894,United Kingdom,6/23/2005,2
33895,United States,6/23/2005,3
33896,United States|United Kingdom,6/23/2005,2
33897,United States,6/23/2005,2
33890,Canada,6/23/2005,2
33891,New Zealand,6/23/2005,4
33892,United States,6/23/2005,2
33893,United States,6/23/2005,2
33898,Unknown|Norway,6/23/2005,2
33899,United States,6/23/2005,2
34046,United Kingdom,7/8/2005,2
34047,United States,7/8/2005,2
34044,United States|Unknown,7/6/2005,3
34045,United States|United Kingdom,6/28/2005,6
34042,Canada|Unknown,7/7/2005,2
34043,United States,7/7/2005,2
34040,United States,7/7/2005,2
34041,United Kingdom,7/7/2005,2
34048,Canada,7/8/2005,2
34049,United States|Unknown,7/7/2005,9
49534,United States|Unknown,1/2/2010,2
31492,Australia,11/28/2004,3
31493,Canada,11/28/2004,2
31490,Unknown,11/29/2004,2
31491,United Kingdom,11/27/2004,4
31496,United Kingdom|Australia,11/27/2004,5
31497,Canada|United States,11/28/2004,2
31494,Unknown,11/23/2004,3
31495,United States,11/28/2004,4
31498,United States,11/23/2004,2
31499,Unknown,11/29/2004,2
47251,United States,3/17/2009,3
38975,Unknown,10/29/2006,3
47253,Unknown,3/18/2009,2
47252,United States,3/17/2009,2
47255,Unknown,3/17/2009,2
47254,Canada|United States|New Zealand,3/18/2009,3
47257,United States,3/19/2009,2
45986,United States|Unknown,10/9/2008,2
47259,United States|Australia,3/18/2009,3
47258,India,3/19/2009,2
45985,United States|Unknown,10/8/2008,3
45984,Unknown,10/8/2008,2
45983,Unknown,10/8/2008,2
45982,United Kingdom,10/8/2008,2
45981,Unknown,10/7/2008,2
45980,United States,10/2/2008,2
56631,Unknown|Australia,12/8/2011,3
51946,United States,8/24/2010,5
44385,United States,3/20/2008,2
4761,Unknown,3/1/1998,2
4760,United States|Canada,2/25/1998,8
4763,United States,2/27/1998,3
4762,Norway,3/1/1998,2
4765,Unknown,3/1/1998,2
4764,United States,3/1/1998,2
4767,United States,3/1/1998,2
4766,United Kingdom|Unknown,2/23/1998,2
4769,United States,3/2/1998,2
4768,United States|Unknown|Canada,2/24/1998,2
52709,Australia,11/18/2010,2
58306,United States,5/16/2012,3
19748,United States|Canada|Unknown,10/30/2001,3
19749,United States,11/1/2001,2
39739,United States|Unknown,1/7/2007,3
19740,Unknown,10/26/2001,3
19741,United States,10/31/2001,2
19742,United States,10/26/2001,2
19743,United Kingdom,10/31/2001,2
19744,United States,10/31/2001,2
19745,United States|England,10/31/2001,2
19746,United States,10/31/2001,2
19747,United States|Unknown,10/31/2001,2
38972,United States,10/27/2006,3
7146,United States|Unknown,1/15/1999,3
44380,Unknown,3/20/2008,2
46301,Unknown,11/16/2008,2
44106,Canada|United States,2/14/2008,2
4323,United States,1/15/1998,2
46302,United Kingdom,11/21/2008,2
46303,Canada,11/21/2008,2
42371,United States|Ireland,8/21/2007,3
